customer_sk,customer_id,first_name,last_name,email,residential_location,customer_segment
55825,CUST_55825,Joel,Austin,joel.austin@outlook.com,Oklahoma City,Deal Seeker
55826,CUST_55826,Cameron,Jenkins,cameron.jenkins@gmail.com,Boston,Churn Risk
55827,CUST_55827,Grant,Wood,grant.wood@yahoo.com,Memphis,In-Store Regular
55828,CUST_55828,Richard,Hall,richard.hall@outlook.com,San Jose,First-time Buyer
55829,CUST_55829,Travis,Baker,travis.baker@outlook.com,Washington,Premium Shopper
55830,CUST_55830,Krystal,Sanchez,krystal.sanchez@gmail.com,Seattle,Premium Shopper
55831,CUST_55831,Phillip,Hayes,phillip.hayes@yahoo.com,Tulsa,Occasional Shopper
55832,CUST_55832,Richard,King,richard.king@yahoo.com,Oklahoma City,Online Shopper
55833,CUST_55833,Rhonda,Hooper,rhonda.hooper@gmail.com,Long Beach,First-time Buyer
55834,CUST_55834,John,Rios,john.rios@yahoo.com,San Diego,Budget Shopper
55835,CUST_55835,Richard,Evans,richard.evans@outlook.com,Omaha,Deal Seeker
55836,CUST_55836,Jennifer,Harvey,jennifer.harvey@outlook.com,Denver,Churn Risk
55837,CUST_55837,Jacqueline,Morris,jacqueline.morris@gmail.com,Columbus,Premium Shopper
55838,CUST_55838,Scott,Brown,scott.brown@gmail.com,Houston,Churn Risk
55839,CUST_55839,John,Foley,john.foley@yahoo.com,Austin,Churn Risk
55840,CUST_55840,Danielle,Dixon,danielle.dixon@gmail.com,Albuquerque,Occasional Shopper
55841,CUST_55841,Jason,Fernandez,jason.fernandez@yahoo.com,Detroit,High Value
55842,CUST_55842,Lindsey,Henson,lindsey.henson@gmail.com,San Antonio,Churn Risk
55843,CUST_55843,Megan,Lucas,megan.lucas@yahoo.com,Kansas City,Loyal Customer
55844,CUST_55844,Paul,Espinoza,paul.espinoza@yahoo.com,Sacramento,Online Shopper
55845,CUST_55845,Danny,Brown,danny.brown@outlook.com,Washington,Premium Shopper
55846,CUST_55846,Christopher,Roy,christopher.roy@yahoo.com,Sacramento,Loyal Customer
55847,CUST_55847,Anthony,Hines,anthony.hines@gmail.com,Raleigh,Churn Risk
55848,CUST_55848,Danielle,Chandler,danielle.chandler@gmail.com,Los Angeles,Deal Seeker
55849,CUST_55849,Gabrielle,Vasquez,gabrielle.vasquez@outlook.com,Philadelphia,Deal Seeker
55850,CUST_55850,Christina,Wilkerson,christina.wilkerson@yahoo.com,Mesa,Loyal Customer
55851,CUST_55851,Tina,Fischer,tina.fischer@gmail.com,Albuquerque,Loyal Customer
55852,CUST_55852,Rebecca,Fisher,rebecca.fisher@gmail.com,Detroit,Deal Seeker
55853,CUST_55853,Xavier,Gonzalez,xavier.gonzalez@yahoo.com,Minneapolis,Premium Shopper
55854,CUST_55854,Lisa,Porter,lisa.porter@gmail.com,Detroit,Churn Risk
55855,CUST_55855,Martha,Wiley,martha.wiley@gmail.com,Atlanta,In-Store Regular
55856,CUST_55856,Maxwell,Brown,maxwell.brown@yahoo.com,Detroit,Occasional Shopper
55857,CUST_55857,Matthew,Kaiser,matthew.kaiser@gmail.com,Colorado Springs,Loyal Customer
55858,CUST_55858,John,Leon,john.leon@yahoo.com,Memphis,Online Shopper
55859,CUST_55859,Karla,Maxwell,karla.maxwell@yahoo.com,Minneapolis,Budget Shopper
55860,CUST_55860,Jerry,Beard,jerry.beard@gmail.com,El Paso,Churn Risk
55861,CUST_55861,Jill,Ibarra,jill.ibarra@outlook.com,San Jose,Budget Shopper
55862,CUST_55862,Kathryn,Bell,kathryn.bell@yahoo.com,Oklahoma City,In-Store Regular
55863,CUST_55863,Christie,Reid,christie.reid@yahoo.com,Raleigh,First-time Buyer
55864,CUST_55864,Caleb,Nichols,caleb.nichols@outlook.com,New Orleans,Deal Seeker
55865,CUST_55865,Christopher,Lawson,christopher.lawson@outlook.com,Nashville,Deal Seeker
55866,CUST_55866,Cindy,Hughes,cindy.hughes@gmail.com,Miami,In-Store Regular
55867,CUST_55867,Teresa,Gregory,teresa.gregory@yahoo.com,Oklahoma City,Churn Risk
55868,CUST_55868,David,Estrada,david.estrada@outlook.com,Mesa,Online Shopper
55869,CUST_55869,John,Mendoza,john.mendoza@yahoo.com,Denver,Occasional Shopper
55870,CUST_55870,Andrew,Bailey,andrew.bailey@outlook.com,Milwaukee,High Value
55871,CUST_55871,Eric,Martinez,eric.martinez@yahoo.com,Boston,Occasional Shopper
55872,CUST_55872,Paula,Hamilton,paula.hamilton@gmail.com,Raleigh,Occasional Shopper
55873,CUST_55873,Kimberly,Mckinney,kimberly.mckinney@yahoo.com,Baltimore,Loyal Customer
55874,CUST_55874,Jennifer,Roberts,jennifer.roberts@yahoo.com,New Orleans,In-Store Regular
55875,CUST_55875,Debra,Smith,debra.smith@yahoo.com,Omaha,Loyal Customer
55876,CUST_55876,Jose,Macdonald,jose.macdonald@outlook.com,Dallas,Churn Risk
55877,CUST_55877,Victor,Gamble,victor.gamble@outlook.com,Nashville,Online Shopper
55878,CUST_55878,Kathleen,Gibson,kathleen.gibson@yahoo.com,Las Vegas,Occasional Shopper
55879,CUST_55879,Patrick,Moran,patrick.moran@yahoo.com,Dallas,First-time Buyer
55880,CUST_55880,Chelsea,Hamilton,chelsea.hamilton@outlook.com,Fort Worth,Online Shopper
55881,CUST_55881,Grace,Wood,grace.wood@outlook.com,Chicago,First-time Buyer
55882,CUST_55882,Monica,Massey,monica.massey@outlook.com,Baltimore,First-time Buyer
55883,CUST_55883,Jeremy,Hernandez,jeremy.hernandez@yahoo.com,Austin,First-time Buyer
55884,CUST_55884,Patricia,Cook,patricia.cook@yahoo.com,Louisville,Occasional Shopper
55885,CUST_55885,David,Oneal,david.oneal@gmail.com,San Francisco,Occasional Shopper
55886,CUST_55886,Kimberly,Owens,kimberly.owens@yahoo.com,Jacksonville,High Value
55887,CUST_55887,Thomas,Stewart,thomas.stewart@gmail.com,San Jose,Churn Risk
55888,CUST_55888,Chelsea,Tyler,chelsea.tyler@yahoo.com,Charlotte,Loyal Customer
55889,CUST_55889,Jorge,Heath,jorge.heath@yahoo.com,San Diego,High Value
55890,CUST_55890,Sarah,Floyd,sarah.floyd@yahoo.com,Fresno,Loyal Customer
55891,CUST_55891,Pamela,Porter,pamela.porter@outlook.com,Kansas City,Deal Seeker
55892,CUST_55892,Daniel,Stewart,daniel.stewart@outlook.com,San Jose,Online Shopper
55893,CUST_55893,Heather,Skinner,heather.skinner@outlook.com,Kansas City,In-Store Regular
55894,CUST_55894,Jesse,Moreno,jesse.moreno@yahoo.com,San Diego,Loyal Customer
55895,CUST_55895,Lisa,Mitchell,lisa.mitchell@gmail.com,Arlington,Loyal Customer
55896,CUST_55896,Kevin,Carson,kevin.carson@gmail.com,Raleigh,Loyal Customer
55897,CUST_55897,Aaron,Grant,aaron.grant@outlook.com,Kansas City,First-time Buyer
55898,CUST_55898,William,Scott,william.scott@yahoo.com,Houston,Deal Seeker
55899,CUST_55899,Regina,Johnson,regina.johnson@outlook.com,Atlanta,Budget Shopper
55900,CUST_55900,Gary,Cruz,gary.cruz@yahoo.com,Kansas City,Premium Shopper
55901,CUST_55901,Kristin,Jones,kristin.jones@yahoo.com,Colorado Springs,Online Shopper
55902,CUST_55902,Alexander,Burns,alexander.burns@yahoo.com,San Jose,In-Store Regular
55903,CUST_55903,Dustin,Johnson,dustin.johnson@outlook.com,Detroit,In-Store Regular
55904,CUST_55904,Erin,Garrison,erin.garrison@gmail.com,Raleigh,Premium Shopper
55905,CUST_55905,Jeffrey,Gonzalez,jeffrey.gonzalez@gmail.com,Portland,High Value
55906,CUST_55906,Willie,Webb,willie.webb@yahoo.com,Houston,Online Shopper
55907,CUST_55907,Joshua,Lawrence,joshua.lawrence@yahoo.com,Las Vegas,High Value
55908,CUST_55908,Victoria,Smith,victoria.smith@gmail.com,Detroit,High Value
55909,CUST_55909,Alexander,Wilson,alexander.wilson@outlook.com,Jacksonville,Churn Risk
55910,CUST_55910,Sharon,Williams,sharon.williams@gmail.com,Boston,High Value
55911,CUST_55911,Ryan,Williams,ryan.williams@gmail.com,Houston,First-time Buyer
55912,CUST_55912,Jennifer,Thomas,jennifer.thomas@gmail.com,Phoenix,High Value
55913,CUST_55913,Jennifer,Spencer,jennifer.spencer@gmail.com,Long Beach,Loyal Customer
55914,CUST_55914,Jason,Martinez,jason.martinez@yahoo.com,Chicago,Premium Shopper
55915,CUST_55915,Arthur,Weeks,arthur.weeks@yahoo.com,Miami,In-Store Regular
55916,CUST_55916,Lauren,Galloway,lauren.galloway@gmail.com,New York,First-time Buyer
55917,CUST_55917,Kevin,Mooney,kevin.mooney@gmail.com,Oklahoma City,First-time Buyer
55918,CUST_55918,Michael,Jones,michael.jones@outlook.com,Charlotte,Occasional Shopper
55919,CUST_55919,Adrian,Long,adrian.long@yahoo.com,Albuquerque,Online Shopper
55920,CUST_55920,Bryan,Gallegos,bryan.gallegos@outlook.com,Houston,Online Shopper
55921,CUST_55921,Cassandra,Chang,cassandra.chang@gmail.com,Portland,Premium Shopper
55922,CUST_55922,Robert,Bates,robert.bates@gmail.com,El Paso,Online Shopper
55923,CUST_55923,Kendra,Singh,kendra.singh@gmail.com,Phoenix,Online Shopper
55924,CUST_55924,Audrey,Powell,audrey.powell@outlook.com,Tampa,Loyal Customer
55925,CUST_55925,Ashley,Hill,ashley.hill@yahoo.com,Raleigh,Budget Shopper
55926,CUST_55926,Kristin,Mckinney,kristin.mckinney@outlook.com,Detroit,Deal Seeker
55927,CUST_55927,Kenneth,Gonzalez,kenneth.gonzalez@outlook.com,Indianapolis,Occasional Shopper
55928,CUST_55928,Danielle,Martinez,danielle.martinez@gmail.com,Tampa,Occasional Shopper
55929,CUST_55929,Elizabeth,Ward,elizabeth.ward@outlook.com,San Diego,In-Store Regular
55930,CUST_55930,Donna,Whitaker,donna.whitaker@gmail.com,San Diego,Online Shopper
55931,CUST_55931,Michael,Cunningham,michael.cunningham@gmail.com,Charlotte,Deal Seeker
55932,CUST_55932,Alex,Neal,alex.neal@yahoo.com,San Antonio,Churn Risk
55933,CUST_55933,Brian,Wheeler,brian.wheeler@outlook.com,Houston,In-Store Regular
55934,CUST_55934,Katherine,Kirk,katherine.kirk@outlook.com,Jacksonville,Loyal Customer
55935,CUST_55935,David,Forbes,david.forbes@gmail.com,Chicago,Occasional Shopper
55936,CUST_55936,Jasmine,Fisher,jasmine.fisher@yahoo.com,Milwaukee,First-time Buyer
55937,CUST_55937,Valerie,Terry,valerie.terry@outlook.com,Detroit,Churn Risk
55938,CUST_55938,Morgan,Contreras,morgan.contreras@yahoo.com,Tucson,Budget Shopper
55939,CUST_55939,Margaret,Gibbs,margaret.gibbs@yahoo.com,Virginia Beach,Premium Shopper
55940,CUST_55940,Kimberly,Cunningham,kimberly.cunningham@gmail.com,Philadelphia,Budget Shopper
55941,CUST_55941,David,Sims,david.sims@gmail.com,Denver,High Value
55942,CUST_55942,Joseph,Williams,joseph.williams@gmail.com,Long Beach,Churn Risk
55943,CUST_55943,Cameron,Rowe,cameron.rowe@yahoo.com,Fort Worth,First-time Buyer
55944,CUST_55944,Adrienne,Davis,adrienne.davis@gmail.com,Long Beach,Budget Shopper
55945,CUST_55945,Seth,Mccullough,seth.mccullough@outlook.com,Indianapolis,Budget Shopper
55946,CUST_55946,Alex,Terry,alex.terry@outlook.com,Milwaukee,Occasional Shopper
55947,CUST_55947,Christina,Maxwell,christina.maxwell@yahoo.com,Fort Worth,Premium Shopper
55948,CUST_55948,Daisy,Fuller,daisy.fuller@yahoo.com,Denver,Loyal Customer
55949,CUST_55949,Karen,Ramirez,karen.ramirez@gmail.com,Charlotte,Budget Shopper
55950,CUST_55950,Allison,Kelly,allison.kelly@yahoo.com,Miami,High Value
55951,CUST_55951,David,Mejia,david.mejia@yahoo.com,Raleigh,Deal Seeker
55952,CUST_55952,James,Garcia,james.garcia@yahoo.com,Memphis,Churn Risk
55953,CUST_55953,Peter,Delgado,peter.delgado@gmail.com,Tampa,Premium Shopper
55954,CUST_55954,Frank,Rogers,frank.rogers@outlook.com,Memphis,Deal Seeker
55955,CUST_55955,Cesar,Miller,cesar.miller@yahoo.com,Mesa,Deal Seeker
55956,CUST_55956,Larry,Brennan,larry.brennan@outlook.com,Minneapolis,Budget Shopper
55957,CUST_55957,James,Rubio,james.rubio@outlook.com,San Francisco,In-Store Regular
55958,CUST_55958,Tiffany,Atkins,tiffany.atkins@yahoo.com,San Diego,High Value
55959,CUST_55959,Steven,Lewis,steven.lewis@gmail.com,Oakland,In-Store Regular
55960,CUST_55960,Brandon,Simmons,brandon.simmons@outlook.com,Arlington,Premium Shopper
55961,CUST_55961,Stacy,Gross,stacy.gross@outlook.com,Baltimore,High Value
55962,CUST_55962,Joseph,Hall,joseph.hall@gmail.com,Louisville,Churn Risk
55963,CUST_55963,Tammy,Jensen,tammy.jensen@outlook.com,Miami,High Value
55964,CUST_55964,Lisa,Fowler,lisa.fowler@outlook.com,Austin,Loyal Customer
55965,CUST_55965,Richard,Jimenez,richard.jimenez@gmail.com,Nashville,Deal Seeker
55966,CUST_55966,Timothy,Martinez,timothy.martinez@outlook.com,Las Vegas,Budget Shopper
55967,CUST_55967,Megan,Pratt,megan.pratt@outlook.com,Detroit,Occasional Shopper
55968,CUST_55968,Dillon,Schmidt,dillon.schmidt@yahoo.com,Arlington,In-Store Regular
55969,CUST_55969,Melissa,Davenport,melissa.davenport@outlook.com,Portland,Occasional Shopper
55970,CUST_55970,Elizabeth,Boyle,elizabeth.boyle@outlook.com,Denver,Churn Risk
55971,CUST_55971,Madison,Turner,madison.turner@outlook.com,Washington,Premium Shopper
55972,CUST_55972,Shelly,Davis,shelly.davis@gmail.com,Boston,Loyal Customer
55973,CUST_55973,Kenneth,Thomas,kenneth.thomas@gmail.com,Mesa,High Value
55974,CUST_55974,Kelsey,Wilson,kelsey.wilson@gmail.com,San Diego,High Value
55975,CUST_55975,David,Chambers,david.chambers@yahoo.com,Miami,Occasional Shopper
55976,CUST_55976,Bobby,Bennett,bobby.bennett@yahoo.com,Memphis,First-time Buyer
55977,CUST_55977,Sandra,Lawson,sandra.lawson@outlook.com,Chicago,Budget Shopper
55978,CUST_55978,Benjamin,Dean,benjamin.dean@yahoo.com,Kansas City,In-Store Regular
55979,CUST_55979,Alexandra,Miller,alexandra.miller@yahoo.com,Minneapolis,Loyal Customer
55980,CUST_55980,Peter,Hines,peter.hines@gmail.com,Tucson,High Value
55981,CUST_55981,Kelly,Nelson,kelly.nelson@gmail.com,Las Vegas,Deal Seeker
55982,CUST_55982,Erin,Murphy,erin.murphy@outlook.com,Memphis,In-Store Regular
55983,CUST_55983,Clayton,Jones,clayton.jones@outlook.com,San Diego,Occasional Shopper
55984,CUST_55984,Jessica,Jones,jessica.jones@gmail.com,Memphis,Budget Shopper
55985,CUST_55985,Heather,Nixon,heather.nixon@gmail.com,Las Vegas,Churn Risk
55986,CUST_55986,Kim,Nelson,kim.nelson@gmail.com,Tampa,Loyal Customer
55987,CUST_55987,Troy,Dawson,troy.dawson@outlook.com,Oakland,Deal Seeker
55988,CUST_55988,Brittany,Campbell,brittany.campbell@gmail.com,Memphis,Loyal Customer
55989,CUST_55989,Todd,Stewart,todd.stewart@gmail.com,Chicago,Deal Seeker
55990,CUST_55990,Tammie,Stewart,tammie.stewart@outlook.com,Washington,Deal Seeker
55991,CUST_55991,Andrew,Crawford,andrew.crawford@yahoo.com,Columbus,Online Shopper
55992,CUST_55992,David,Wade,david.wade@yahoo.com,Washington,Churn Risk
55993,CUST_55993,Albert,King,albert.king@gmail.com,Albuquerque,Budget Shopper
55994,CUST_55994,Cassandra,Edwards,cassandra.edwards@outlook.com,New York,In-Store Regular
55995,CUST_55995,Robert,Pacheco,robert.pacheco@gmail.com,Albuquerque,High Value
55996,CUST_55996,Wesley,Cummings,wesley.cummings@outlook.com,Detroit,Churn Risk
55997,CUST_55997,Ariel,Brown,ariel.brown@outlook.com,Kansas City,Churn Risk
55998,CUST_55998,Bradley,Thomas,bradley.thomas@gmail.com,Houston,Budget Shopper
55999,CUST_55999,Jennifer,Shea,jennifer.shea@gmail.com,New York,Premium Shopper
56000,CUST_56000,Robin,Wood,robin.wood@outlook.com,Austin,Churn Risk
56001,CUST_56001,Elizabeth,Gomez,elizabeth.gomez@outlook.com,Jacksonville,Churn Risk
56002,CUST_56002,Kelli,Vaughn,kelli.vaughn@gmail.com,Long Beach,Deal Seeker
56003,CUST_56003,Natalie,Hill,natalie.hill@yahoo.com,Kansas City,High Value
56004,CUST_56004,Marcus,Barrett,marcus.barrett@outlook.com,Washington,Online Shopper
56005,CUST_56005,Kirk,Gordon,kirk.gordon@gmail.com,Albuquerque,Occasional Shopper
56006,CUST_56006,Vicki,Gomez,vicki.gomez@gmail.com,San Jose,Deal Seeker
56007,CUST_56007,Amy,Barr,amy.barr@gmail.com,Dallas,Deal Seeker
56008,CUST_56008,Jacqueline,Norton,jacqueline.norton@gmail.com,Denver,Deal Seeker
56009,CUST_56009,Heather,Brown,heather.brown@gmail.com,Fresno,In-Store Regular
56010,CUST_56010,Cynthia,Deleon,cynthia.deleon@gmail.com,San Jose,Occasional Shopper
56011,CUST_56011,Philip,Smith,philip.smith@outlook.com,Seattle,In-Store Regular
56012,CUST_56012,Megan,Brown,megan.brown@outlook.com,Milwaukee,In-Store Regular
56013,CUST_56013,Amber,Edwards,amber.edwards@yahoo.com,Fresno,Online Shopper
56014,CUST_56014,Rachel,Brooks,rachel.brooks@gmail.com,Houston,Premium Shopper
56015,CUST_56015,Ronald,Carter,ronald.carter@outlook.com,Columbus,Loyal Customer
56016,CUST_56016,Regina,Campbell,regina.campbell@outlook.com,New Orleans,Online Shopper
56017,CUST_56017,Alexis,Waller,alexis.waller@outlook.com,Tucson,Churn Risk
56018,CUST_56018,John,Patterson,john.patterson@yahoo.com,Tampa,First-time Buyer
56019,CUST_56019,Taylor,Russell,taylor.russell@gmail.com,Tulsa,First-time Buyer
56020,CUST_56020,Stephen,Guerra,stephen.guerra@yahoo.com,Charlotte,High Value
56021,CUST_56021,Sara,Ellis,sara.ellis@gmail.com,Mesa,Churn Risk
56022,CUST_56022,Kylie,Mcmahon,kylie.mcmahon@yahoo.com,Raleigh,First-time Buyer
56023,CUST_56023,Victoria,Brown,victoria.brown@yahoo.com,Columbus,In-Store Regular
56024,CUST_56024,Natasha,Jones,natasha.jones@yahoo.com,Columbus,Budget Shopper
56025,CUST_56025,Austin,Henry,austin.henry@outlook.com,New Orleans,Occasional Shopper
56026,CUST_56026,Alan,Stanley,alan.stanley@gmail.com,Minneapolis,Online Shopper
56027,CUST_56027,Elizabeth,Townsend,elizabeth.townsend@yahoo.com,Los Angeles,Loyal Customer
56028,CUST_56028,Yolanda,Petty,yolanda.petty@yahoo.com,New York,In-Store Regular
56029,CUST_56029,Christian,Norris,christian.norris@outlook.com,San Antonio,In-Store Regular
56030,CUST_56030,Joel,Baker,joel.baker@outlook.com,Nashville,Premium Shopper
56031,CUST_56031,Aaron,Underwood,aaron.underwood@gmail.com,San Jose,Premium Shopper
56032,CUST_56032,Kelly,Williams,kelly.williams@yahoo.com,Mesa,Occasional Shopper
56033,CUST_56033,Jenna,Noble,jenna.noble@yahoo.com,Washington,In-Store Regular
56034,CUST_56034,Duane,Adkins,duane.adkins@gmail.com,San Antonio,In-Store Regular
56035,CUST_56035,Bethany,Snyder,bethany.snyder@yahoo.com,Portland,Deal Seeker
56036,CUST_56036,Lonnie,Smith,lonnie.smith@outlook.com,Nashville,In-Store Regular
56037,CUST_56037,Danielle,Suarez,danielle.suarez@yahoo.com,New York,Online Shopper
56038,CUST_56038,Renee,Wright,renee.wright@yahoo.com,Houston,Occasional Shopper
56039,CUST_56039,Shane,Larsen,shane.larsen@gmail.com,Boston,Premium Shopper
56040,CUST_56040,Darryl,Johnson,darryl.johnson@yahoo.com,San Francisco,Loyal Customer
56041,CUST_56041,Daniel,James,daniel.james@gmail.com,Milwaukee,First-time Buyer
56042,CUST_56042,Heather,Rush,heather.rush@yahoo.com,Louisville,In-Store Regular
56043,CUST_56043,Amanda,Mclaughlin,amanda.mclaughlin@outlook.com,New York,Deal Seeker
56044,CUST_56044,Jeremy,Murphy,jeremy.murphy@yahoo.com,Omaha,Loyal Customer
56045,CUST_56045,Caleb,Fox,caleb.fox@outlook.com,Nashville,High Value
56046,CUST_56046,Tina,Young,tina.young@gmail.com,Austin,Loyal Customer
56047,CUST_56047,Theresa,Montgomery,theresa.montgomery@outlook.com,Tucson,Premium Shopper
56048,CUST_56048,Pamela,Roy,pamela.roy@yahoo.com,Raleigh,Churn Risk
56049,CUST_56049,Jason,Delacruz,jason.delacruz@outlook.com,Arlington,Loyal Customer
56050,CUST_56050,Danielle,Young,danielle.young@gmail.com,Columbus,Churn Risk
56051,CUST_56051,Jim,Miller,jim.miller@gmail.com,San Francisco,Deal Seeker
56052,CUST_56052,Jennifer,Mendoza,jennifer.mendoza@gmail.com,Tulsa,High Value
56053,CUST_56053,Jennifer,Woodward,jennifer.woodward@outlook.com,Raleigh,High Value
56054,CUST_56054,Eduardo,Blanchard,eduardo.blanchard@yahoo.com,Louisville,Deal Seeker
56055,CUST_56055,Autumn,Crawford,autumn.crawford@outlook.com,San Jose,Loyal Customer
56056,CUST_56056,Chelsea,Bennett,chelsea.bennett@yahoo.com,Seattle,Budget Shopper
56057,CUST_56057,Crystal,Mcdonald,crystal.mcdonald@gmail.com,Detroit,Churn Risk
56058,CUST_56058,Amy,Martinez,amy.martinez@yahoo.com,Kansas City,Deal Seeker
56059,CUST_56059,Paul,Hamilton,paul.hamilton@outlook.com,Los Angeles,Budget Shopper
56060,CUST_56060,Christina,Hunt,christina.hunt@gmail.com,Fort Worth,Churn Risk
56061,CUST_56061,Robert,Rodriguez,robert.rodriguez@outlook.com,San Diego,Premium Shopper
56062,CUST_56062,Andrea,Newman,andrea.newman@outlook.com,Chicago,In-Store Regular
56063,CUST_56063,Melanie,Espinoza,melanie.espinoza@yahoo.com,Mesa,High Value
56064,CUST_56064,Brianna,Johnson,brianna.johnson@yahoo.com,Atlanta,In-Store Regular
56065,CUST_56065,Zachary,Adams,zachary.adams@yahoo.com,Tulsa,First-time Buyer
56066,CUST_56066,Frank,Jackson,frank.jackson@outlook.com,San Francisco,Budget Shopper
56067,CUST_56067,Michael,Torres,michael.torres@gmail.com,Raleigh,Deal Seeker
56068,CUST_56068,Karen,Hinton,karen.hinton@yahoo.com,Louisville,Budget Shopper
56069,CUST_56069,David,Santiago,david.santiago@yahoo.com,Dallas,Loyal Customer
56070,CUST_56070,Kelly,Welch,kelly.welch@yahoo.com,Arlington,First-time Buyer
56071,CUST_56071,Thomas,Hoover,thomas.hoover@gmail.com,Tampa,First-time Buyer
56072,CUST_56072,Megan,Greene,megan.greene@gmail.com,El Paso,High Value
56073,CUST_56073,Reginald,Ross,reginald.ross@yahoo.com,El Paso,Deal Seeker
56074,CUST_56074,Ann,Wells,ann.wells@yahoo.com,Fort Worth,Deal Seeker
56075,CUST_56075,Denise,Dixon,denise.dixon@outlook.com,Fort Worth,Premium Shopper
56076,CUST_56076,Jennifer,Nguyen,jennifer.nguyen@outlook.com,Detroit,High Value
56077,CUST_56077,Kathleen,Cortez,kathleen.cortez@yahoo.com,San Antonio,High Value
56078,CUST_56078,Sarah,Carroll,sarah.carroll@gmail.com,Washington,In-Store Regular
56079,CUST_56079,Jennifer,Graves,jennifer.graves@gmail.com,Seattle,Deal Seeker
56080,CUST_56080,Katherine,Pittman,katherine.pittman@outlook.com,Sacramento,Premium Shopper
56081,CUST_56081,Natasha,Norris,natasha.norris@outlook.com,Boston,Deal Seeker
